,text,normalized,preprocessed,sentiment,emotion,stripped
65,"Did you see the #IDIDIT VIDEO ?🤯🔥
🎥 @davemeyers 🍿
@djkhaled @theestallion @lilbaby @dababy 
NOW ON @youtubemusic… https://t.co/IG8U9hGpcu",Did you see the #IDIDIT VIDEO? :exploding_head: :fire: :movie_camera: @USER :popcorn: @USER @USER @USER @USER NOW ON @USER... HTTPURL,"Did you see the ididit VIDEO ? emoji exploding head emoji  emoji fire emoji 
 emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user url",NEU,surprise,"Did you see the ididit VIDEO ? emoji exploding head emoji  emoji fire emoji 
 emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user "
66,"Did your see the #IDIDIT VIDEO ?🤯🔥
🎥 @davemeyers 🍿
@djkhaled @theestallion @lilbaby @dababy 
NOW ON @youtubemusic… https://t.co/HQXca0p8KX",Did your see the #IDIDIT VIDEO? :exploding_head: :fire: :movie_camera: @USER :popcorn: @USER @USER @USER @USER NOW ON @USER... HTTPURL,"Did your see the ididit VIDEO ? emoji exploding head emoji  emoji fire emoji 
 emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user url",NEG,surprise,"Did your see the ididit VIDEO ? emoji exploding head emoji  emoji fire emoji 
 emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user "
67,"#IDIDIT VIDEO 🎥 @davemeyers 🍿
@djkhaled @theestallion @lilbaby @dababy 
NOW ON @youtubemusic @vevo 
📸@emiliocoochie https://t.co/UTuImHCVLI",#IDIDIT VIDEO :movie_camera: @USER :popcorn: @USER @USER @USER @USER NOW ON @USER @USER :camera_with_flash: @USER HTTPURL,"ididit VIDEO  emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user @user 
 emoji camera with flash emoji @user url",NEU,others,"ididit VIDEO  emoji movie camera emoji  @user  emoji popcorn emoji 
@user @user @user @user 
NOW ON @user @user 
 emoji camera with flash emoji @user "
68,Looking at treatments that’s a special rec  the treatment got be special https://t.co/B5I5bOY0tp,Looking at treatments that's a special rec the treatment got be special HTTPURL,Looking at treatments thats a special rec  the treatment got be special url,POS,others,Looking at treatments thats a special rec  the treatment got be special 
69,"#IDIDIT VIDEO NOW ON @youtubemusic @vevo 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 🔥🔥🔥🔥🔥🔥🔥🔥
@djkhaled @theestallion @lilbaby @dababy @postmalone https://t.co/4aSxOdNuCx",#IDIDIT VIDEO NOW ON @USER @USER :fire: :fire: :fire: :fire: :fire: :fire: @USER @USER @USER @USER @USER HTTPURL,"ididit VIDEO NOW ON @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji   emoji fire emoji  emoji fire emoji  emoji fire emoji 
@user @user @user @user @user url",NEU,others,"ididit VIDEO NOW ON @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji   emoji fire emoji  emoji fire emoji  emoji fire emoji 
@user @user @user @user @user "
70,"#IDIDIT VIDEO NOW ON @youtubemusic @vevo 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 🎸 🎸🎸🎸🎸🎸🎸
@djkhaled @theestallion @lilbaby @dababy @postmalone https://t.co/bVwYGnOcZp",#IDIDIT VIDEO NOW ON @USER @USER :fire: :fire: :fire: :guitar: :guitar: :guitar: :guitar: @USER @USER @USER @USER @USER HTTPURL,"ididit VIDEO NOW ON @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji   emoji guitar emoji   emoji guitar emoji  emoji guitar emoji  emoji guitar emoji 
@user @user @user @user @user url",NEU,others,"ididit VIDEO NOW ON @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji   emoji guitar emoji   emoji guitar emoji  emoji guitar emoji  emoji guitar emoji 
@user @user @user @user @user "
71,#IDIDIT VIDEO NOW ON @youtubemusic @vevo 🔥 https://t.co/VmD79qpYCA,#IDIDIT VIDEO NOW ON @USER @USER :fire: HTTPURL,ididit VIDEO NOW ON @user @user  emoji fire emoji  url,POS,others,ididit VIDEO NOW ON @user @user  emoji fire emoji  
72,ANOTHER ONE! @Doritos #teamDoritos #ad #IDIDIT https://t.co/AICmW7ELA8,ANOTHER ONE! @USER #teamDoritos #ad #IDIDIT HTTPURL,ANOTHER ONE! @user team doritos ad ididit url,NEU,others,ANOTHER ONE! @user team doritos ad ididit 
73,#IDIDIT,#IDIDIT,ididit,NEU,others,ididit
74,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/C9GgQwpIpI,#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER :fire: :fire: :fire:... HTTPURL,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  
75,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/AUvOY5ggu2,#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER :fire: :fire: :fire:... HTTPURL,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  
76,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/KuBEaPqbyI,#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER :fire: :fire: :fire:... HTTPURL,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  
77,"RT @revolttv: The Megan Thee Stallion, DaBaby, Lil Baby, and Post Malone-assisted cut is taken from DJ Khaled's ‘KHALED KHALED.’ https://t.…","RT @USER : The Megan Thee Stallion, DaBaby, Lil Baby, and Post Malone-assisted cut is taken from DJ Khaled's ‘ KHALED KHALED.'HTTPURL...","RT @user: The Megan Thee Stallion, DaBaby, Lil Baby, and Post Malone-assisted cut is taken from DJ Khaled's KHALED KHALED. https://t.",NEU,others,"RT @user: The Megan Thee Stallion, DaBaby, Lil Baby, and Post Malone-assisted cut is taken from DJ Khaled's KHALED KHALED. https://t."
78,"RT @Fresh_HipHopRnB: . @DJKhaled has shared another video. This time for his single “I DID IT” featuring @PostMalone, @TheeStallion, @lilba…","RT @USER :. @USER has shared another video. This time for his single “ I DID IT ” featuring @USER, @USER, @USER...","RT @user: . @user has shared another video. This time for his single ""I DID IT"" featuring @user, @user, @user",NEU,others,"RT @user: . @user has shared another video. This time for his single ""I DID IT"" featuring @user, @user, @user"
79,"RT @RapUp: Watch @DJKhaled's ""I Did It"" video featuring Megan Thee Stallion, Lil Baby, DaBaby, &amp; Post Malone 🎥 https://t.co/S63rN9yFsW http…","RT @USER : Watch @USER's "" I Did It "" video featuring Megan Thee Stallion, Lil Baby, DaBaby, & Post Malone :movie_camera: HTTPURL HTTPURL...","RT @user: Watch @user's ""I Did It"" video featuring Megan Thee Stallion, Lil Baby, DaBaby, &amp; Post Malone  emoji movie camera emoji  url http",NEU,others,"RT @user: Watch @user's ""I Did It"" video featuring Megan Thee Stallion, Lil Baby, DaBaby, &amp; Post Malone  emoji movie camera emoji   http"
80,"RT @sonymusicph: Repeat to self: 🔥 I DID IT 🔥 

@DaBabyDaBaby's bars slap on this one! And you'll love everyone else on it too: @PostMalone…",RT @USER : Repeat to self : :fire: I DID IT :fire: @USER's bars slap on this one! And you 'll love everyone else on it too : @USER...,"RT @user: Repeat to self:  emoji fire emoji  I DID IT  emoji fire emoji  

@user's bars slap on this one! And you'll love everyone else on it too: @user",POS,joy,"RT @user: Repeat to self:  emoji fire emoji  I DID IT  emoji fire emoji  

@user's bars slap on this one! And you'll love everyone else on it too: @user"
81,"RT @GRMDAILY: 🎬 @djkhaled, @theestallion, @lilbaby4PF &amp; @DaBabyDaBaby &amp; @PostMalone connect in clean ""Did It"" visuals

https://t.co/yBb6G4s…","RT @USER : :clapper_board: @USER, @USER, @USER & @USER & @USER connect in clean "" Did It "" visuals HTTPURL...","RT @user:  emoji clapper board emoji  @user, @user, @user &amp; @user &amp; @user connect in clean ""Did It"" visuals

url",POS,others,"RT @user:  emoji clapper board emoji  @user, @user, @user &amp; @user &amp; @user connect in clean ""Did It"" visuals

"
82,"RT @TheUndefeated: We put a NBA twist to @djkhaled's newest video ""I Did it"" 

@lilbaby4PF 🤝 @JHarden13 https://t.co/jmCpVlpXhD","RT @USER : We put a NBA twist to @USER's newest video "" I Did it "" @USER :handshake: @USER HTTPURL","RT @user: We put a NBA twist to @user's newest video ""I Did it"" 

@user  emoji handshake emoji  @user url",NEU,others,"RT @user: We put a NBA twist to @user's newest video ""I Did it"" 

@user  emoji handshake emoji  @user "
83,"RT @ESPNMusic: #IDIDIT @djkhaled x @ESPNNBA
the playoffs are here! 

https://t.co/C6h4yKDCoa",RT @USER : #IDIDIT @USER x @USER the playoffs are here! HTTPURL,"RT @user: ididit @user x @user
the playoffs are here! 

url",NEU,joy,"RT @user: ididit @user x @user
the playoffs are here! 

"
84,RT @bombusername: @theestallion understood the assignment on @djkhaled’s “I Did It” #IDidIt #KhaledKhaled https://t.co/PdWqvw3NGD,RT @USER : @USER understood the assignment on @USER's “ I Did It ” #IDidIt #KhaledKhaled HTTPURL,"RT @user: @user understood the assignment on @user ""I Did It"" idid it khaled khaled url",NEU,others,"RT @user: @user understood the assignment on @user ""I Did It"" idid it khaled khaled "
85,RT @tevitauhatafe: Video premiere of @djkhaled “I DID IT!” 🔥🔥🔥🎶🎶🎶 #Livestream #IDIDIT https://t.co/mBE0mp8oBT,RT @USER : Video premiere of @USER “ I DID IT! ” :fire: :fire: :fire: :musical_notes: :musical_notes: :musical_notes: #Livestream #IDIDIT HTTPURL,"RT @user: Video premiere of @user ""I DID IT!""  emoji fire emoji  emoji fire emoji  emoji fire emoji  emoji musical notes emoji  emoji musical notes emoji  emoji musical notes emoji  livestream ididit url",NEU,joy,"RT @user: Video premiere of @user ""I DID IT!""  emoji fire emoji  emoji fire emoji  emoji fire emoji  emoji musical notes emoji  emoji musical notes emoji  emoji musical notes emoji  livestream ididit "
86,RT @stallitoowild: OMG I DID IT MUSIC VIDEO COMING OUT TODAY! #IDIDIT https://t.co/TtgnguLGxq,RT @USER : OMG I DID IT MUSIC VIDEO COMING OUT TODAY! #IDIDIT HTTPURL,RT @user: OMG I DID IT MUSIC VIDEO COMING OUT TODAY! ididit url,NEU,surprise,RT @user: OMG I DID IT MUSIC VIDEO COMING OUT TODAY! ididit 
87,RT @luckyu925: MEGAN LOOK GOOD  #IDIDIT https://t.co/zMcI7xyYyO,RT @USER : MEGAN LOOK GOOD #IDIDIT HTTPURL,RT @user: MEGAN LOOK GOOD  ididit url,POS,joy,RT @user: MEGAN LOOK GOOD  ididit 
88,@dmx album out right now ! @therealswizzz let’s go ! Everyone sing along !!!!! 🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/ySBSeqlHa6,@USER album out right now! @USER let's go! Everyone sing along!!! :fire: :fire: :fire: HTTPURL,@user album out right now ! @user lets go ! Everyone sing along !!!  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,joy,@user album out right now ! @user lets go ! Everyone sing along !!!  emoji fire emoji  emoji fire emoji  emoji fire emoji  
89,RT @WigLady20: 🙌🏾😩,RT @USER : :raising_hands: -:weary_face:,RT @user:  emoji raising hands medium-dark skin tone emoji  emoji weary face emoji,NEU,others,RT @user:  emoji raising hands medium-dark skin tone emoji  emoji weary face emoji
90,"RT @RocNation: .@DMX 'EXODUS' featuring JAY-Z (@sc), @AliciaKeys, @MoneybaggYo, @TheLOX, @BennyBsf &amp; @WESTSIDEGUNN. Listen now: https://t.c…","RT @USER :. @USER'EXODUS'featuring JAY-Z ( @USER ), @USER, @USER, @USER, @USER & @USER. Listen now : HTTPURL...","RT @user: .@user 'EXODUS' featuring JAY-Z (@user), @user, @user, @user, @user &amp; @user. Listen now: https://t.c",NEU,others,"RT @user: .@user 'EXODUS' featuring JAY-Z (@user), @user, @user, @user, @user &amp; @user. Listen now: https://t.c"
91,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/FUBqFNA5Ma,#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER :fire: :fire: :fire:... HTTPURL,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  
92,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/0wXT0O7KCt,#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER :fire: :fire: :fire:... HTTPURL,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user  emoji fire emoji  emoji fire emoji  emoji fire emoji  
93,"RT @StalliGirlMae: 🔥🔥🔥🔥🔥@theestallion 

I Did it MV @djkhaled @theestallion @PostMalone @lilbaby4PF @DaBabyDaBaby 

https://t.co/C6V6h7Euq0…",RT @USER : :fire: :fire: :fire: @USER I Did it MV @USER @USER @USER @USER @USER HTTPURL...,"RT @user:  emoji fire emoji  emoji fire emoji  emoji fire emoji @user 

I Did it MV @user @user @user @user @user 

url",NEU,others,"RT @user:  emoji fire emoji  emoji fire emoji  emoji fire emoji @user 

I Did it MV @user @user @user @user @user 

"
94,"RT @HOT97: DMX released his 8th studio album, 'Exodus' w/ features from @thelox, @THEREALSWIZZZ, Jay-Z, @Nas, @usher, and many more! 

List…","RT @USER : DMX released his 8th studio album,'Exodus'w / features from @USER, @USER, Jay-Z, @USER, @USER, and many more! List...","RT @user: DMX released his 8th studio album, 'Exodus' w/ features from @user, @user, Jay-Z, @user, @user, and many more! 

List",NEU,others,"RT @user: DMX released his 8th studio album, 'Exodus' w/ features from @user, @user, Jay-Z, @user, @user, and many more! 

List"
95,"RT @RocNation: “I DID IT” - @djkhaled feat. @theestallion, @postmalone, @lilbaby4PF &amp; @DaBabyDaBaby https://t.co/sZBRbp1jBm https://t.co/yo…","RT @USER : “ I DID IT ” - @USER feat. @USER, @USER, @USER & @USER HTTPURL HTTPURL...","RT @user: ""I DID IT"" - @user feat. @user, @user, @user &amp; @user url url",NEU,others,"RT @user: ""I DID IT"" - @user feat. @user, @user, @user &amp; @user  "
96,"#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy

directed by… https://t.co/q4suyGFC7b",#IDIDIT VIDEO :movie_camera: OUT NOW on @USER! @USER feat. @USER @USER @USER @USER @USER directed by... HTTPURL,"ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user

directed by url",POS,others,"ididit VIDEO  emoji movie camera emoji OUT NOW  on @user ! @user feat. @user @user@user @user @user

directed by "
97,RT @youtubemusic: Ayo whattup! @djkhaled is talking about “Khaled Khaled” &amp; more on tonight’s all new #RELEASEDonYT! Leading up to the worl…,RT @USER : Ayo whattup! @USER is talking about “ Khaled Khaled ” & more on tonight's all new #RELEASEDonYT! Leading up to the worl...,"RT @user: Ayo whattup! @user is talking about ""Khaled Khaled"" &amp; more on tonights all new releasedon yt! Leading up to the worl",NEU,others,"RT @user: Ayo whattup! @user is talking about ""Khaled Khaled"" &amp; more on tonights all new releasedon yt! Leading up to the worl"
98,"1 HOUR AWAY 👉🏽 #IDIDIT VIDEO 🎥 on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @lilbaby @dababy @postmalone 

dire… https://t.co/fD7jvlfDNx",1 HOUR AWAY :backhand_index_pointing_right: :medium_skin_tone: #IDIDIT VIDEO :movie_camera: on @USER! @USER feat. @USER @USER @USER @USER dire... HTTPURL,"1 HOUR AWAY  emoji backhand index pointing right medium skin tone emoji  ididit VIDEO  emoji movie camera emoji  on @user ! @user feat. @user @user @user @user 

dire url",POS,joy,"1 HOUR AWAY  emoji backhand index pointing right medium skin tone emoji  ididit VIDEO  emoji movie camera emoji  on @user ! @user feat. @user @user @user @user 

dire "
99,"RT @iHeartRadio: Your R&amp;B Artist Of The Year is @HERMusicx 🏆

#iHeartAwards2021 https://t.co/tEfeCQKLjC",RT @USER : Your R & B Artist Of The Year is @USER :trophy: #iHeartAwards2021 HTTPURL,"RT @user: Your R&amp;B Artist Of The Year is @user  emoji trophy emoji 

i heart awards2021 url",NEU,joy,"RT @user: Your R&amp;B Artist Of The Year is @user  emoji trophy emoji 

i heart awards2021 "
100,RT @ElliottWilson: 5.27.75 https://t.co/WXFyVaXbIB,RT @USER : 5.27. 75 HTTPURL,RT @user: 5.27.75 url,NEU,others,RT @user: 5.27.75 
101,RT @BustaRhymes: IT’S TIME!!!!!! MIDNIGHT TONIGHT!!!! 👀👀👀👀👀 BRAND NEW @DMX MASTERPIECE!!!!!! CLASSIC ALBUM!!!!! #EXODUS 🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯❌❌❌…,RT @USER : IT'S TIME!!! MIDNIGHT TONIGHT!!! :eyes: :eyes: :eyes: BRAND NEW @USER MASTERPIECE!!! CLASSIC ALBUM!!! #EXODUS :exploding_head: :exploding_head: :exploding_head: :cross_mark: :cross_mark: :cross_mark:...,RT @user: ITS TIME!!! MIDNIGHT TONIGHT!!!  emoji eyes emoji  emoji eyes emoji  emoji eyes emoji  BRAND NEW @user MASTERPIECE!!! CLASSIC ALBUM!!! exodus  emoji exploding head emoji  emoji exploding head emoji  emoji exploding head emoji  emoji cross mark emoji  emoji cross mark emoji  emoji cross mark emoji,POS,joy,RT @user: ITS TIME!!! MIDNIGHT TONIGHT!!!  emoji eyes emoji  emoji eyes emoji  emoji eyes emoji  BRAND NEW @user MASTERPIECE!!! CLASSIC ALBUM!!! exodus  emoji exploding head emoji  emoji exploding head emoji  emoji exploding head emoji  emoji cross mark emoji  emoji cross mark emoji  emoji cross mark emoji
